velocidad[0], -32649.86,
velocidad[1], -32351.86,
velocidad[2], -31454.86,
velocidad[3], -30278.86,
velocidad[4], -28678.86,
velocidad[5], -27011.86,
velocidad[6], -25174.86,
velocidad[7], -23162.86,
velocidad[8], -21074.86,
velocidad[9], -18813.86,
velocidad[10], -16505.86,
velocidad[11], -14287.859,
velocidad[12], -12123.859,
velocidad[13], -9819.859,
velocidad[14], -7587.8594,
velocidad[15], -5445.8594,
velocidad[16], -3270.8594,
velocidad[17], -1133.8594,
velocidad[18], 936.1406,
velocidad[19], 3001.1406,
velocidad[20], 5002.1406,
velocidad[21], 6965.1406,
velocidad[22], 8832.141,
velocidad[23], 10625.141,
velocidad[24], 12340.141,
velocidad[25], 13973.141,
velocidad[26], 15611.141,
velocidad[27], 17135.14,
velocidad[28], 18604.14,
velocidad[29], 19978.14,
velocidad[30], 21277.14,
velocidad[31], 22450.14,
velocidad[32], 23516.14,
velocidad[33], 24458.14,
velocidad[34], 25311.14,
velocidad[35], 25884.14,
velocidad[36], 26239.14,
velocidad[37], 26442.14,
velocidad[38], 26398.14,
velocidad[39], 26097.14,
velocidad[40], 25580.14,
velocidad[41], 24851.14,
velocidad[42], 23840.14,
velocidad[43], 22539.14,
velocidad[44], 20951.14,
velocidad[45], 19093.14,
velocidad[46], 16940.14,
velocidad[47], 14490.141,
velocidad[48], 11737.141,
velocidad[49], 8755.141,
velocidad[50], 5548.1406,
velocidad[51], 2089.1406,
velocidad[52], -1479.8594,
velocidad[53], -5167.8594,
velocidad[54], -8938.859,
velocidad[55], -12663.859,
velocidad[56], -16389.86,
velocidad[57], -19989.86,
velocidad[58], -23211.86,
velocidad[59], -26279.86,
velocidad[60], -28442.86,
velocidad[61], -30173.86,
velocidad[62], -31537.86,
velocidad[63], -32386.86,
